x,y,z,00:13:ce:8f:77:43_RSSI,00:13:ce:8f:78:d9_RSSI,00:13:ce:95:de:7e_RSSI,00:13:ce:95:e1:6f_RSSI,00:13:ce:97:78:79_RSSI
4.0,24.0,4.2,,-62.74979387457223,-49.571821894727975,-44.18170033948598,
4.0,25.0,4.2,,-63.55139039761238,-54.17760316404495,-36.287825921788595,
4.0,25.0,4.2,,-58.822093917282714,-54.8845200881567,-37.12375151032413,
4.0,25.0,4.2,,-67.2581840835949,-55.054274295856544,-38.81909831909772,
4.0,25.0,4.2,,-67.47396406833873,-53.42897170356156,-39.842155860616295,
3.0,19.0,4.2,,-67.6427989476056,-53.365618700991334,-44.133508637308495,
3.0,19.0,4.2,,-63.77174785739284,-48.060336515164515,-38.31760895807144,
3.0,19.0,4.2,,-70.62968943854715,-53.71593754201367,-52.047647116914256,-75.33493988674041
3.0,19.0,4.2,,-67.19754904826014,-49.629877261072714,-37.952178102182984,
3.0,25.0,4.2,,-61.03470162815668,-58.55755199618357,-44.463465543758915,
3.0,25.0,4.2,,-61.20934347908734,-53.88324069391275,-41.59840218950855,
3.0,25.0,4.2,,-64.39799264353854,-48.985592975268375,-41.81100974751448,
3.0,25.0,4.2,,-63.224592924504606,-43.452595783606185,-43.38765338343573,
2.0,19.0,4.2,,-64.9924134681703,-47.88996641849109,-42.23263741852154,
2.0,19.0,4.2,,-69.23132632719575,-45.12993517248014,-43.879286721006245,
2.0,19.0,4.2,,,-46.11451434336612,-45.30996576122223,
2.0,19.0,4.2,,-64.01902771859562,-45.66027763188809,-42.139596588063604,
2.0,20.0,4.2,,,-55.094019288763235,-46.14127108378688,
2.0,20.0,4.2,,-60.83945512263369,-51.77664485591918,-38.2983400770296,
2.0,20.0,4.2,,,-50.67200412931902,-44.762433189754304,-75.47128104620114
2.0,20.0,4.2,,-68.22645033799739,-44.13184569843801,-47.34026783394675,
2.0,21.0,4.2,,-73.03753384970604,-53.581799428114955,-44.390684599789026,
2.0,21.0,4.2,,-64.93276691494323,-53.90779589267915,-41.91080460852901,
2.0,21.0,4.2,,-72.24595133227496,-50.639255379408176,-46.25589342629024,-76.0
2.0,21.0,4.2,,-65.62214551072019,-46.7052509540704,-46.38190533087132,
2.0,22.0,4.2,,-65.11738511836514,-52.92113742380549,-42.440251065169036,
2.0,22.0,4.2,,-64.53599569912384,-53.575902453846275,-46.01316460271554,
2.0,22.0,4.2,,-66.64069627031546,-58.772355855027286,-40.22395119203742,
2.0,22.0,4.2,,-66.92358370267847,-45.88002769380449,-40.699783464710876,
2.0,23.0,4.2,,-70.39557749261485,-56.45691287198768,-48.50740656482627,
2.0,23.0,4.2,,-68.0,-55.00379478470326,-41.46226191223826,
2.0,23.0,4.2,,-68.03707201955285,-53.4010262761488,-47.783740435489186,
2.0,23.0,4.2,,-66.58675924318854,-53.40916452117163,-42.170885442718024,
2.0,24.0,4.2,,-66.04754214112894,-55.61904146308567,-46.11434178422027,
2.0,24.0,4.2,,-58.57880266706787,-51.036520343481,-42.29101365869382,
2.0,24.0,4.2,,-72.0,-59.37995486024554,-50.38041737038326,
2.0,24.0,4.2,,-61.229250937780705,-49.041523816897126,-43.388073362340876,
2.0,25.0,4.2,,,-50.9848877993371,-46.61225194996449,
2.0,25.0,4.2,,-63.56426543319286,-56.80179375917095,-45.33487320107484,
2.0,25.0,4.2,,-62.10284712878152,-51.510250164529936,-43.75656129441907,
2.0,25.0,4.2,,,-60.889240934035584,-44.95879357706664,
1.0,19.0,4.2,,-68.32448940173758,-44.16126036529471,-45.81362006314424,
1.0,19.0,4.2,,-66.60552143903453,-47.10536240066698,-43.23211891917761,
1.0,19.0,4.2,,-68.0,-44.511128940090245,-51.90895125763166,-77.85181382015718
1.0,19.0,4.2,,-68.09637437456387,-50.89671275443322,-50.21205736297446,
1.0,20.0,4.2,,-70.66192470982617,-47.95259261220291,-46.26786145554591,
1.0,20.0,4.2,,,-49.45809411137469,-43.12090112467501,
1.0,20.0,4.2,,-66.22645033799739,-49.223292160736285,-45.7451677205804,-75.88587392869641
1.0,20.0,4.2,,-66.24639816913407,-45.1145590244315,-47.89468776730328,
1.0,21.0,4.2,,-67.61372156919725,-54.44332462450365,-45.20776980743968,
1.0,21.0,4.2,,-61.38656551991248,-52.89281049217973,-38.89030289228435,
1.0,21.0,4.2,,-64.5042339393411,-54.54387689400154,-50.23845400677608,
1.0,21.0,4.2,,-61.283536148849336,-47.911019513453056,-45.489283975642024,
1.0,22.0,4.2,,-68.35334239079924,-58.138897866412044,-44.91214795692255,
1.0,22.0,4.2,,-63.14017482169164,-53.96671860705765,-38.75342557632006,
1.0,22.0,4.2,,-71.88587392869641,-53.44726395517333,-48.02648143721566,
1.0,22.0,4.2,,-68.75575955874767,-49.08554735462259,-48.90105408190397,
1.0,23.0,4.2,,-62.43025578968133,-57.365987616960396,-43.226838247365336,
1.0,23.0,4.2,,-63.74959039346545,-49.56995097213379,-39.302255695608956,
1.0,23.0,4.2,,-68.86294657277936,-49.88786444011558,-41.23612594276851,
1.0,23.0,4.2,,-66.82868017229049,-46.592957810991145,-49.7222080012515,
1.0,24.0,4.2,,-69.54396087933941,-54.642042084498314,-50.8417303545224,
1.0,24.0,4.2,,-61.824580791310495,-54.368085264298294,-40.95696760753361,
1.0,24.0,4.2,,-66.57589663637192,-51.67331435719134,-42.33289772173553,
1.0,24.0,4.2,,-63.91901273880298,-53.31226254441574,-44.81870158053498,
1.0,25.0,4.2,,-62.47128104620114,-59.047773592493186,-48.41369103658639,
1.0,25.0,4.2,,-62.695493844383606,-55.09510171826416,-40.57373376182262,
1.0,25.0,4.2,,-65.24595133227496,-53.99900318993352,-44.87599954450011,
1.0,25.0,4.2,,-65.14163263534401,-40.970852554801226,-45.57581496232196,
5.4,15.3,4.2,,,-37.01687086818774,-50.6016944859822,
5.4,15.3,4.2,,,-44.41865771122479,-51.62691270313122,
5.4,15.3,4.2,,,-45.343922773162404,-48.89367561667581,
5.4,15.3,4.2,,,-40.265579616119844,-48.44572102178156,
4.2,15.3,4.2,,-65.74496926363118,-40.42939951456863,-48.512288691931225,
4.2,15.3,4.2,,,-45.27068507010177,-45.19718412854483,
4.2,15.3,4.2,,,-41.755238633428746,-43.80864502863068,
4.2,15.3,4.2,,,-49.88883459630748,-47.89257992932278,
3.0,15.3,4.2,,-64.59525206769065,-41.592073810463916,-49.577964643346206,
3.0,15.3,4.2,,-71.87522488716988,-47.195896812242665,-50.05424871507014,
3.0,15.3,4.2,,-68.48130442929816,-38.860395717940605,-44.27327750843052,
3.0,15.3,4.2,,,-40.30702285615078,-49.49088829309899,
1.8,15.3,4.2,,-73.42207316561068,-44.26164188316867,-50.933807336410375,
1.8,15.3,4.2,,-73.05513083258431,-47.0905037902139,-55.214921537999956,
1.8,15.3,4.2,,-70.81602474049959,-44.09273507869699,-46.30541049026139,
1.8,15.3,4.2,,-74.47128104620114,-39.35170129787335,-50.01666332458075,
5.4,16.3,4.2,,,-44.4361988901081,-45.77666220340612,
5.4,16.3,4.2,,,-44.8665353906016,-44.5152147854339,
5.4,16.3,4.2,,-62.26191618780548,-45.08864476449851,-45.58615220675765,
5.4,16.3,4.2,,-68.0,-46.52397869564656,-48.44349893293988,
4.2,16.3,4.2,,,-40.47128104620114,,
4.2,16.3,4.2,,-66.13723562287655,-38.135240307238206,-48.091314296125944,
4.2,16.3,4.2,,-67.8684055343521,-40.833043369617464,-43.322558215344635,
4.2,16.3,4.2,,-69.4053705675488,-43.613153719464975,-44.980205105550155,
4.2,16.3,4.2,,-70.81698947597887,-42.39345082317308,-45.06918568478794,
3.0,16.3,4.2,,,-40.936305602617786,-52.87124172945817,
3.0,16.3,4.2,,,-41.0150353227296,-51.38544091045536,
3.0,16.3,4.2,,-70.47128104620114,-40.089360023793034,-43.012210236190676,
3.0,16.3,4.2,,-68.0974054047815,-41.11207831233315,-48.760421461733834,
1.8,16.3,4.2,,,-48.23089940444156,-50.252075715411976,
1.8,16.3,4.2,,-72.78975051398773,-46.45387072119024,-50.08406158430325,
1.8,16.3,4.2,,-66.0,-43.87423912731197,-43.497817978385356,
1.8,16.3,4.2,,-74.88587392869641,-43.940763503217525,-52.248016651162494,
5.4,17.3,4.2,,-68.5738609133997,-45.37066985398813,-39.05837650061051,
5.4,17.3,4.2,,,-45.44974947911642,-48.91716055912121,
5.4,17.3,4.2,,-70.31264741493973,-43.311500252978846,-45.402021834276944,
5.4,17.3,4.2,,-70.13444850789183,-40.17126144852513,-48.60959073743715,
4.2,17.3,4.2,,-69.37424343460731,-38.9369772441959,-43.25699650532797,
4.2,17.3,4.2,,-68.96723649117833,-45.00991480473389,-49.66678058777931,
4.2,17.3,4.2,,-65.23358304140811,-40.36224776724343,-47.91204209994565,
4.2,17.3,4.2,,-70.0,-41.472186162717755,-49.10295374201727,
3.0,17.3,4.2,,,-38.327702311495926,-50.18281159520458,
3.0,17.3,4.2,,-69.24595133227496,-45.230389486397954,-50.94531422371237,
3.0,17.3,4.2,,,-37.625361051504306,-44.250480826466394,
3.0,17.3,4.2,,,-38.45050856305502,-51.73989684101427,
1.8,17.3,4.2,,,-42.71279766882128,-42.52182345990845,
1.8,17.3,4.2,,,-41.17865564194784,-45.55737652705997,
1.8,17.3,4.2,,-67.47128104620114,-39.79443564105186,-42.598993775977334,
1.8,17.3,4.2,,-69.0,-40.414665508629255,-51.07230406353395,
5.4,4.48,4.2,-74.72415712375246,-70.62894753063213,-49.22107829307415,-56.16636917055274,-81.0
5.4,4.48,4.2,-75.24361323202787,,-48.0101716834924,-59.62785247915051,
5.4,4.48,4.2,,,-42.08841475804624,-56.97313593563196,
5.4,4.48,4.2,-80.0,-68.48825173684389,-50.84202824021234,-63.264648025093884,
4.2,4.48,4.2,,-70.36146081465854,-48.741493017883855,-61.922270112650104,
4.2,4.48,4.2,-73.24595133227496,-65.55298546028625,-44.733593688717654,-63.733041334053354,
4.2,4.48,4.2,,,-45.51624606036231,-58.44336660372945,
4.2,4.48,4.2,,,-57.6427989476056,,
3.0,4.48,4.2,,,-48.14729190881265,-63.46770931270448,
3.0,4.48,4.2,,-62.50703693138757,-50.49256908821883,-62.953145108557216,
3.0,4.48,4.2,,,-39.572607026148646,-61.09956974247772,
3.0,4.48,4.2,-76.23424023109445,-64.7696754565949,-49.738680073475365,,
1.8,4.48,4.2,-74.57097796191238,-68.0,-48.25812710599469,-61.65525080711425,
1.8,4.48,4.2,,-70.53409031819791,-54.0340106562451,-64.87481062528435,
1.8,4.48,4.2,,,-47.81978384314152,-49.43942348529497,
1.8,4.48,4.2,,-67.13564964088805,-44.16179693652653,-62.44672835126467,
5.4,5.48,4.2,,-69.0,-49.91780258970554,-63.40211897943186,
5.4,5.48,4.2,,-65.07097211850605,-46.44758785931165,-60.22535856742513,
5.4,5.48,4.2,,,-45.02427658920546,-58.59241321755757,
5.4,5.48,4.2,,,-54.60595828625684,-64.38543533552672,
4.2,5.48,4.2,,,-46.23249985478576,-62.30762850789993,
4.2,5.48,4.2,,,-49.757025547418976,-65.22266738329817,
4.2,5.48,4.2,,,-44.71457734486427,-57.85352105781814,
4.2,5.48,4.2,,,-41.42040604438829,-61.980871243499784,
3.0,5.48,4.2,,,-50.5277644998856,-58.10314762232505,
3.0,5.48,4.2,,,-44.493428797391665,-62.78092494171908,
3.0,5.48,4.2,,,-47.846963210527484,-55.71499860500886,
3.0,5.48,4.2,,,-43.91644711034429,-61.5463153483506,
1.8,5.48,4.2,,,-49.506117549886284,-62.82956695850184,
1.8,5.48,4.2,,-66.93105754065085,-45.71551817865966,-64.6092446933132,
1.8,5.48,4.2,,,-44.761303857137904,-55.73594975138874,
1.8,5.48,4.2,,,-51.441074181954285,-64.36785052935411,
5.4,6.48,4.2,,,-47.49970253063596,-56.95711468932644,
5.4,6.48,4.2,,,-48.935273245678616,-62.68176612890252,
5.4,6.48,4.2,,,-45.525221857608244,-57.64551690970063,
5.4,6.48,4.2,,,-47.51252374477041,-63.35053622936413,
4.2,6.48,4.2,,,-45.81828067608938,-64.33195739859389,
4.2,6.48,4.2,,,-52.37234443161935,-61.728897953631694,
4.2,6.48,4.2,,,-43.885305520999665,-65.28656585076038,
4.2,6.48,4.2,,,-49.31593354185124,-64.65684182482535,
3.0,6.48,4.2,,,-40.58308789237995,-60.53378151601498,
3.0,6.48,4.2,,,-42.47120894367966,-64.29152493871281,
3.0,6.48,4.2,-68.17624290242543,,-43.6957735201766,-54.838118231094256,
3.0,6.48,4.2,,,-45.071869131256165,-65.1017855090125,
1.8,6.48,4.2,,,-43.43770377948003,-68.20022385674241,
1.8,6.48,4.2,,,-47.36955460188184,-65.09170155298459,
1.8,6.48,4.2,,,-42.561637786820555,-57.157018655768695,
1.8,6.48,4.2,,,-47.36179080490067,-60.88915782032956,
5.4,4.48,4.2,-72.1968839685587,-72.12018746524136,-40.10369702892039,-56.501471403945246,-79.95398906272216
5.4,4.48,4.2,-74.73429280479192,-63.841237972706885,-44.09567678631325,-60.41665646711454,
5.4,4.48,4.2,-77.67328234545741,-75.07025937114143,-43.40598308742919,-55.55949500094056,
5.4,4.48,4.2,-83.0,-71.43432296408052,-44.8322571418796,-62.63128647090361,-83.0
4.2,4.48,4.2,-75.61814297814168,-67.32877513627878,-44.68838238570946,-57.99286175637495,-80.19889719845756
4.2,4.48,4.2,-71.8395116128186,-60.60241439570212,-45.08630223054057,-56.31654397358875,-81.95398906272216
4.2,4.48,4.2,-77.0,-70.47128104620114,-42.618048737606706,-54.6308623428574,
4.2,4.48,4.2,-75.25771967387557,-69.9460854034376,-47.699774592936954,-58.74489766879105,
3.0,4.48,4.2,-81.57200049288932,-76.6404683399582,-47.023521012308365,-58.42710987087224,
3.0,4.48,4.2,-80.30715848496092,-71.52243438608716,-41.50207164382556,-59.28378738379329,-80.97208448509626
3.0,4.48,4.2,-75.45290658198188,-69.95825995452839,-33.292529463019214,-55.11174938615934,-78.56301941930343
3.0,4.48,4.2,-79.54569673127563,-70.48031407466854,-45.74646504251609,-55.88781576107736,-83.0
1.8,4.48,4.2,-74.285313340297,-68.94371667900768,-38.04460372406274,-55.2839757300394,
1.8,4.48,4.2,-77.17466924704105,-66.9923589653251,-40.227311868668494,-56.2973692334679,-82.0
1.8,4.48,4.2,-76.749668966377,-66.67834375675554,-33.214242798867545,-55.71906946922772,
1.8,4.48,4.2,-72.59316895489577,-68.90736487396376,-43.46246580832202,-62.7409954985162,
5.4,5.48,4.2,-74.16001550188201,-69.70827740278459,-44.29416939547092,-56.07105474233086,-80.27569012889384
5.4,5.48,4.2,-75.43728646626518,-67.86406088843114,-48.18268174822311,-55.4560004026317,
5.4,5.48,4.2,-76.16872120408982,-74.83009438719004,-41.716752284151596,-59.27971696601281,-81.0
5.4,5.48,4.2,-78.60071292207964,-73.63085868338348,-43.889620338854485,-62.3302978361583,-80.47128104620114
4.2,5.48,4.2,-70.83607466820843,-69.59248002110931,-42.20617061826559,-60.81430232308045,-81.2292509377807
4.2,5.48,4.2,-75.98765583534296,-69.3963770339626,-41.146827754498965,-60.98065557940724,-82.0
4.2,5.48,4.2,-77.6571300686818,-71.0585452664597,-39.44516916953389,-58.49602936053042,-80.76355321839388
4.2,5.48,4.2,-77.78469378571243,-67.94381211845396,-45.19041352328082,-59.428369070328046,-80.37205604864405
3.0,5.48,4.2,-75.75150970607916,-68.62021844584174,-37.06042774722681,-62.47260759857766,
3.0,5.48,4.2,-70.47128104620114,-68.34257819585703,-42.431694124152564,-52.93250437957901,-82.2292509377807
3.0,5.48,4.2,-74.86886529110143,-71.94256209240228,-38.715249831167625,-50.199448647625935,
3.0,5.48,4.2,-72.55949348932845,-61.41993015446238,-43.67883975734861,-60.961261209983,-80.99083237031508
1.8,5.48,4.2,-72.7386281747099,-68.26885871533688,-41.20054220676877,-59.16982837238059,-82.67363205192288
1.8,5.48,4.2,-76.5197840454026,-65.54244863038302,-42.51682565094933,-58.36533710546479,
1.8,5.48,4.2,-76.76367029365468,-69.59663038400683,-34.248394401960184,-51.74315878934057,-80.0
1.8,5.48,4.2,-75.37284458955025,-70.06182950792676,-44.42213198560093,-54.732435269588564,
5.4,6.48,4.2,-68.22345980932754,-77.71552453382058,-38.53633136774032,-59.4922770203283,-83.0
5.4,6.48,4.2,-78.24240809966359,-77.47128104620114,-44.015476560041705,-58.20317277335687,
5.4,6.48,4.2,-75.47128104620114,-74.0,-40.58538346819097,-50.87446791816541,
5.4,6.48,4.2,-75.49094032900956,-69.88107791805072,-48.96154929663089,-60.555050870429014,-78.47128104620114
4.2,6.48,4.2,-73.75879635188866,-71.17363352796802,-41.37659443004401,-57.17245271890732,
4.2,6.48,4.2,-71.09530417961952,-72.37454877449112,-44.893099696790415,-62.266322957333564,-80.0
4.2,6.48,4.2,-72.47335490771444,-72.63542422490575,-37.55060141628539,-62.855078537915446,-76.58381377304428
4.2,6.48,4.2,-80.42469379047638,-72.9311651093531,-51.939142525370166,-61.01684298553302,-82.72759957154628
3.0,6.48,4.2,-69.76974929505396,,-41.590330852887654,-58.97405424898466,
3.0,6.48,4.2,-68.77990880470155,-67.76705851366403,-38.12799376872941,-55.53463703630114,-82.57007447761686
3.0,6.48,4.2,-71.82253071192983,-69.50608378951156,-34.884415161392816,-51.71758757058792,-78.77493445994114
3.0,6.48,4.2,-71.50163287696286,-73.77134920898138,-38.72357086479723,-60.005168130261026,-78.32273277633931
1.8,6.48,4.2,-74.16025217721399,-68.28093667991641,-42.12417779395503,-54.85191191264798,
1.8,6.48,4.2,-66.31200755347083,-71.5133462054636,-42.10636360530874,-58.24797774678976,
1.8,6.48,4.2,-72.58770523032125,-70.86233350504025,-35.055770925976965,-51.128377807337785,
1.8,6.48,4.2,-70.32112744463353,-65.03196665532273,-38.74787096266096,-54.96248719369191,-80.14646490805998
7.0,1.0,4.2,,,-60.14471533953416,-73.0,
7.0,1.0,4.2,,,-56.18208460785799,-59.20522372081749,
7.0,1.0,4.2,-65.96357404475441,,-61.947861051148,-72.37836504402397,
7.0,1.0,4.2,-65.49603492587336,,-59.85193807649114,-71.82242907470695,
7.0,2.0,4.2,-71.0,,-61.518777397056965,-66.83985053555905,
7.0,2.0,4.2,-66.2244534886403,,-57.83193022796911,-60.670835175207415,
7.0,2.0,4.2,-66.66779572145006,,-57.877935653372106,-70.47685518856414,
7.0,2.0,4.2,-66.14153456985485,,-59.21737000514256,-65.92358370267847,
7.0,3.0,4.2,,,-53.45568237948257,-67.23751795822017,
7.0,3.0,4.2,-68.90898303192812,,-58.681034431404804,-60.49177503991922,
7.0,3.0,4.2,-66.43071034241392,-75.01554527029941,-69.66946594709626,-72.05721162224785,
7.0,3.0,4.2,-65.60281192310099,,-59.492565721887125,-70.65214702007366,
7.5,4.0,4.2,-63.5027886073251,,-54.98080795516901,-70.33946672220414,
7.5,4.0,4.2,-64.2198093961193,,-57.2475135717625,-61.92508889293427,
7.5,4.0,4.2,,,-56.11167006824448,-68.97988117193987,
7.5,4.0,4.2,-65.8800326414885,,-58.72721056112887,-64.13251764421874,
7.5,5.0,4.2,-62.19372059252205,,-54.5667508380992,-69.04967409622178,
7.5,5.0,4.2,-65.48487893192063,-73.0,-54.96211323169412,-63.37618390411577,
7.5,5.0,4.2,-60.84944792346404,,-51.033000750873214,-62.27652683434866,
7.5,5.0,4.2,-63.47128104620114,,-58.069784677133484,-64.66348831409194,
7.5,6.0,4.2,-57.35341473890188,-71.0,-53.28343116011158,-66.28234741724904,
7.5,6.0,4.2,-61.76496682532344,-72.0,-49.929553159179335,-57.17882476271139,
7.5,6.0,4.2,-58.793460099214286,,-53.16072668366257,-66.48295373607561,
7.5,6.0,4.2,-58.88461373272641,,-54.103406688429985,-68.08915716560371,
7.5,7.0,4.2,-57.56855214787787,-68.43025578968133,-48.76984488628817,-61.54337863878116,
7.5,7.0,4.2,-61.02718439257106,,-51.772515221336576,-63.18576449590396,
7.5,7.0,4.2,-59.52310270780562,-74.30843835705681,-54.941754242970475,-68.42344016232059,
7.5,7.0,4.2,-63.390832166319164,,-57.327340979248724,-65.55269812233331,
7.5,8.0,4.2,-67.28896894536553,-68.85870943487365,-48.75239411989425,-65.20545591417303,
7.5,8.0,4.2,-65.95881425025927,-73.16872120408982,-48.63253948402192,-60.903294987967705,-75.9911678182951
7.5,8.0,4.2,-56.55404367250381,,-48.81640611173219,,
7.5,8.0,4.2,-61.05994467295395,,-53.39254229870582,-59.094715717559616,
7.5,9.0,4.2,-65.64258600092654,,-49.47932219892505,-59.40484809167679,-78.0
7.5,9.0,4.2,-67.0,-74.0,-44.38401233355266,-63.51620449670009,
7.5,9.0,4.2,-61.710218204490715,,-49.28105596327064,-58.93247001273615,
7.5,9.0,4.2,-61.540631037413256,,-51.96797156715883,-60.13596853069113,
7.5,10.0,4.2,-70.0,,-54.59301879640381,,
7.5,10.0,4.2,-64.80359730714551,-71.48304604390742,-52.96342904665475,-57.698838994590645,
7.5,10.0,4.2,-69.25465679472198,-77.0,-55.240792526808036,-59.77452749947112,
7.5,10.0,4.2,-67.30999244972962,-70.45091605200622,-54.85035405163272,-62.303987939937464,
7.5,11.0,4.2,,-74.29212831487257,-53.810687538253134,-60.74335396360088,-67.55959190072701
7.5,11.0,4.2,-68.0,-68.0,-48.62452079575733,-59.719512334096464,-73.03829979919756
7.5,11.0,4.2,-71.37430372201979,,-54.8797077698141,-62.396490157109675,
7.5,11.0,4.2,-63.67296393033029,,-50.03015191955938,-59.83890072148573,-74.69773138419852
8.0,12.0,4.2,-72.17426862196486,,-55.97488332681689,-61.48706091273028,
8.0,12.0,4.2,-72.62667295306579,,-53.887280378207485,-55.257350765427006,-67.47128104620114
8.0,12.0,4.2,-68.72773710025726,,-53.284175996554396,-60.55727505998466,-66.4523817896803
8.0,12.0,4.2,,,-51.869925241540486,-58.27887023791482,
8.0,13.0,4.2,,-75.0,-52.365229137347555,-60.652382783426205,-72.56399644893708
8.0,13.0,4.2,-71.0,-73.13073498920015,-54.994001044840374,-55.273429939871946,-76.0
8.0,13.0,4.2,-67.22645033799738,,-54.139908272132836,-59.39380657977991,-71.48322735522943
8.0,13.0,4.2,-71.3508107858627,-73.87645475882714,-53.12091630271475,-58.63272936333352,-73.26668060371311
8.0,14.0,4.2,-74.12707144798621,-73.6864806770482,-45.21386995360429,-57.301552852772694,-72.81492044444144
8.0,14.0,4.2,-75.34828062230473,,-51.91607575183396,-59.49764365360221,-73.0
8.0,14.0,4.2,-70.7441808391363,,-59.28535984376096,-58.46420068135089,
8.0,14.0,4.2,-69.1824224046031,,-51.348917201846675,-60.77924730839251,
8.0,15.0,4.2,,,-51.72382236842907,-56.2254601285749,-74.79783466713002
8.0,15.0,4.2,,-68.0,-51.91800370205661,-61.390686809156875,-77.3378498557131
8.0,15.0,4.2,-72.67879572623556,-69.66157954492073,-49.11649983959026,-61.152187402071156,-67.3958430799081
8.0,15.0,4.2,-66.78744765213031,,-54.02344681456362,-54.957447014217934,
8.0,16.0,4.2,-70.38373766068729,-74.24595133227496,-48.74938651782229,-55.040242989649784,
8.0,16.0,4.2,,-66.77718550906417,-57.76976606532786,-53.15883184422732,
8.0,16.0,4.2,-74.0,-66.89877237993686,-55.747853305349715,-57.0100662467415,-72.32273277633931
8.0,16.0,4.2,-73.48304604390742,-64.72759957154628,-51.76643323033151,-58.3513669940153,-76.47128104620114
9.0,12.0,4.2,,-71.4053493533693,-54.93437014774272,-61.186258357221504,-75.00401255912521
9.0,12.0,4.2,,-67.84047539648193,-53.26789505716452,-54.120114685299036,-75.7172323784761
9.0,12.0,4.2,,-70.0,-51.44630391607923,-58.813615437327954,-73.85044265466834
9.0,12.0,4.2,-74.16241031110505,-73.54243009421774,-55.0167516186239,-59.561374307385854,-75.12183407778772
9.0,13.0,4.2,-72.67458823331063,,-52.73688460879819,-57.276984021727124,
9.0,13.0,4.2,-71.59766604898866,,-59.99562117291212,-58.956757958380315,-65.83617146645129
9.0,13.0,4.2,-71.24595133227496,,-55.36861572040165,-59.15243574705762,
9.0,13.0,4.2,,-69.92776010031687,-52.207354714138404,-58.167769908797816,-75.5133462054636
9.0,14.0,4.2,-74.4325715343472,-68.30843835705681,-53.937049248993986,-59.73253889454721,-76.08768471026477
9.0,14.0,4.2,-74.88587392869641,-68.70556427569062,-61.092157895891155,-50.5976126942696,
9.0,14.0,4.2,,-70.22645033799739,-55.11255844188817,-56.18306624757273,-65.93142544996361
9.0,14.0,4.2,-75.0,-66.27844695373962,-52.46501667423289,-58.682028491307065,-72.0851344588844
9.0,15.0,4.2,-73.88699559954499,-69.0,-54.241657784321184,-60.20383952897197,-74.0
9.0,15.0,4.2,,-71.28333555561073,-56.56341364193046,-58.43545573007857,-70.26320504578523
9.0,15.0,4.2,,-70.57244706975204,-55.134846031936874,-60.10374159883305,-67.41807975433251
9.0,15.0,4.2,,-69.28232305348612,-55.177384694377935,-54.61105731211599,-69.05320263949558
9.0,16.0,4.2,-76.43489379342405,-70.71556478602159,-47.68550300557627,-60.414367905716645,-74.09743691591378
9.0,16.0,4.2,-76.72759957154628,-72.98528966022042,-52.9765492047412,-55.50807421669041,-75.6404683399582
9.0,16.0,4.2,-76.0301576808993,-68.92358370267847,-50.38208631520594,-56.88235402537749,
9.0,16.0,4.2,,-74.88587392869641,-55.90614145899443,-55.7997467455965,
7.5,17.0,4.2,,,-57.362791669430635,-56.077417639755716,
7.5,17.0,4.2,-74.67363205192287,-72.3800009284093,-52.929173553415694,-51.699963804359896,-76.0
7.5,17.0,4.2,,-70.35163994372986,-48.07686248006968,-60.97069588541839,-76.24187489145939
7.5,17.0,4.2,-71.37137961520602,,-49.98747126604475,-55.10167412108708,
7.5,18.0,4.2,,-73.35715497489755,-55.34427360029668,-49.924272777873014,-78.24595133227496
7.5,18.0,4.2,-76.17212667738082,-74.47128104620114,-52.25493180949037,-48.36178293485272,-77.47128104620114
7.5,18.0,4.2,,-70.0,-57.06862155446947,-58.18881336073541,
7.5,18.0,4.2,-73.30843835705681,,-58.96684244783227,-61.87335678466444,
7.5,19.0,4.2,,,-57.2497116528362,-52.7872704246069,
7.5,19.0,4.2,,,-58.7103783400938,-47.92549404968628,-72.80945763137488
7.5,19.0,4.2,,-71.00853001713072,-56.384058723112446,-56.723189720027285,-74.35715497489755
7.5,19.0,4.2,-70.8566619195594,-69.3893116162411,-56.85209798294582,-55.59766604898867,
7.5,20.0,4.2,,-65.5127159862405,-56.98774833089494,-46.03693122009286,-73.17361477832371
7.5,20.0,4.2,-70.8344172996575,-65.57520515043572,-50.05803209764797,-50.02259014305284,-75.0
7.5,20.0,4.2,-71.0,-68.81051222293273,-55.56083165002498,-52.64105376005873,-67.0
7.5,20.0,4.2,,-76.0,-57.21229553344077,-55.04344593767311,-75.35715497489755
7.5,21.0,4.2,,,-61.53902738307262,-54.64716698832524,-70.7453064943992
7.5,21.0,4.2,,-73.87714014732245,-60.91607009413096,-49.78136331521287,-73.60888682087966
7.5,21.0,4.2,,-72.16241031110505,-61.42521348280575,-47.43197231366696,
7.5,21.0,4.2,,-69.6394988849506,-61.9501924613229,-51.36563342181339,-74.25153301429752
7.5,22.0,4.2,,,-56.17869919864093,-57.42238549843898,
7.5,22.0,4.2,-77.24595133227496,-70.13109147074319,-66.36418014886664,-57.008171091983506,-71.73644122877971
7.5,22.0,4.2,-77.69825398875228,-70.73789979244029,-59.58615955565386,-49.52569010088678,-70.0
7.5,22.0,4.2,,,-58.313094341754386,-53.15143196118669,
8.0,23.0,4.2,,-73.29366902521593,-56.6072202330104,-51.04440899265732,-71.34099712997664
8.0,23.0,4.2,,-72.98416800802025,-62.91031293625462,-52.293379286727564,-73.85054233256082
8.0,23.0,4.2,,-73.47128104620114,-61.4357768542688,-48.42046713302107,-68.49908087782606
